TARGET,Id
low,12686
low,20396
low,18659
low,19905
low,35011
low,10099
low,38838
low,47978
low,46786
low,23406
low,9291
low,41135
low,18838
low,35896
low,30073
low,36199
low,27211
low,1311
low,14540
low,204
low,4660
low,41087
low,21300
low,44136
low,40363
medium,48818
low,38006
low,266
low,3081
low,9483
low,15810
low,44061
low,32382
low,21929
low,40529
low,8443
low,46955
low,29561
low,39820
low,4601
low,38490
low,7813
low,32630
low,27172
low,36548
low,36766
low,18332
low,31430
low,2529
low,29241
low,11917
low,3630
low,4378
low,45859
low,7143
low,3937
low,29584
low,44854
low,11042
low,36602
low,37696
medium,12985
low,17773
low,26057
low,33176
low,29246
low,49288
low,45943
low,37169
low,39400
low,2248
low,43171
low,8800
low,11712
low,16943
low,17839
low,27024
low,43266
low,10740
low,26615
low,45338
low,16260
low,28726
low,37682
low,11396
low,16617
low,23339
low,39216
low,19379
low,44589
low,42161
low,39224
low,39847
low,43431
low,44533
low,48169
low,30899
low,2030
low,44173
low,30017
low,7420
low,36909
low,9374
low,43496
low,40257
low,44522
low,23193
low,33843
low,44975
low,29985
low,40422
low,21367
low,47196
low,2242
low,13291
low,6611
low,6538
low,8914
low,3793
low,30958
low,38495
low,11733
low,4253
low,11672
low,6213
low,2775
low,7891
low,32518
low,38973
low,46976
low,35350
low,29942
low,6181
low,14939
low,35493
low,46875
low,17022
low,7647
low,46586
low,126
low,24015
low,29647
low,45149
low,3831
low,29911
low,47296
low,47187
low,12141
low,24080
low,39450
low,16587
low,14441
low,20324
low,39865
low,2540
low,49187
low,273
medium,22643
low,21406
low,32695
low,33261
low,27518
low,44657
low,34897
low,14986
low,35551
low,1360
low,43757
low,48550
low,31238
low,36986
low,18500
low,13397
low,29441
low,45362
low,32231
low,22927
low,8115
low,4285
low,34742
low,3910
low,33377
low,1227
low,8537
low,29976
low,33476
low,6972
low,35737
low,20296
low,33922
low,4643
low,9003
low,25409
low,15034
low,45921
low,46278
low,32820
low,47449
low,20215
low,7291
low,30798
low,30476
low,23710
low,30169
medium,29838
low,24784
low,43594
low,32555
low,48436
low,30864
low,26117
low,21176
low,23996
low,39394
medium,6723
low,8913
low,38683
low,28541
low,15514
low,6657
low,11488
low,8370
low,32653
low,9920
low,4242
low,29524
low,30789
low,26682
low,30536
low,30384
low,16443
low,22393
low,4076
low,13799
low,12507
low,29770
low,21115
medium,32804
low,19065
low,27027
low,35226
low,32119
low,38083
low,25758
low,40233
low,32508
low,35705
low,29001
low,13926
low,17416
low,9600
low,24743
low,20584
low,22023
low,8439
low,28956
low,48696
low,43418
low,28093
low,35083
low,7681
low,46043
low,4105
low,5881
low,17288
low,47818
low,1159
low,10473
low,16488
low,1884
low,6270
low,18637
low,37907
low,22434
low,2003
low,5989
low,11425
low,37526
low,5447
low,23190
low,20756
low,18235
low,3639
low,3555
low,7419
low,25018
low,26432
low,17621
low,27649
low,48261
low,27406
low,12711
low,24899
low,41498
low,30860
medium,26060
low,4483
low,30166
low,46659
low,36407
low,26952
low,22583
low,17771
low,13741
low,1712
low,15508
low,4960
low,31375
low,45165
low,29686
low,38960
low,30558
low,39741
low,25010
low,44551
low,26732
low,37799
low,19585
low,6227
low,5313
low,27309
low,44360
low,35297
low,47434
low,46545
low,3274
low,34862
low,30627
low,33580
low,48767
low,35015
low,30243
low,27426
low,23637
low,14118
low,10091
low,49290
low,27299
low,9344
low,6670
low,26714
low,6082
low,48240
low,36942
low,7142
low,37347
low,14523
low,31754
low,46640
low,24309
low,44822
low,28788
low,31895
low,36797
low,40221
low,32435
low,43980
low,30729
low,10123
low,28041
low,22640
low,3915
low,18905
low,4079
low,17419
low,46005
low,31746
low,28267
low,2807
low,34037
low,39502
low,7833
low,19986
low,6597
low,41119
low,30783
low,30467
low,4953
low,45975
low,3927
low,2276
low,39983
low,48308
low,39908
low,22604
low,12884
low,7502
low,27573
low,72
low,14891
low,33120
low,918
low,11219
low,9847
low,43610
low,36805
low,1445
low,29866
low,31252
low,40272
low,40152
low,16768
low,1571
low,858
low,37070
low,46448
low,37100
low,34191
low,22111
low,27454
low,22440
low,5844
low,28578
low,7919
low,35488
low,36481
low,15038
low,44797
low,7700
low,45788
low,43687
low,44262
low,8614
low,26675
low,47084
low,9148
low,19562
low,7641
low,18025
low,30748
low,2315
low,20262
low,26502
low,42988
low,496
low,45710
low,14088
low,48356
low,15150
low,26059
low,6659
low,36646
low,39941
low,8860
low,24039
low,24753
low,34202
low,41857
low,35314
low,48892
low,16230
low,28854
low,30571
low,14825
low,23649
low,12566
low,18305
low,46149
low,10226
low,44409
low,43994
low,41336
low,1484
low,33206
low,26821
low,42249
low,13501
low,13635
low,48993
low,42740
low,24508
low,15729
low,21258
low,21086
low,6124
low,10362
low,38170
low,1223
low,3642
low,23084
low,35561
low,5363
low,47927
low,44853
low,37875
low,20972
low,15426
low,22681
low,10927
low,10776
low,45842
low,28847
low,47948
low,35803
low,40218
low,32321
low,2942
low,19689
low,42253
low,14414
low,37491
low,2667
low,854
low,31063
low,14864
low,37129
low,43722
low,12346
low,47420
low,30450
low,43240
low,23779
low,22788
low,41424
low,20159
low,8653
low,24911
low,8464
low,11634
low,2
low,5070
low,28328
low,13517
low,19776
low,6604
low,48431
low,11024
low,9654
low,18849
low,39559
low,36691
low,15376
low,8674
low,9536
low,28691
low,13742
low,3661
low,23081
low,31373
low,6994
low,18140
low,2274
low,37147
low,23008
low,17384
low,34363
low,45799
low,23729
low,24488
low,26507
low,23875
low,40048
low,27771
low,27243
low,17599
low,28671
low,15756
low,28495
low,24943
low,22518
low,36866
low,6658
low,4973
low,232
low,26093
low,18636
low,47363
low,1097
low,1864
low,36396
low,11059
low,32019
low,35442
low,8142
low,31938
low,2432
low,8017
low,39542
low,43251
low,405
low,17744
low,38323
low,7432
low,16893
low,16561
low,13940
low,8206
low,33942
low,36846
low,2488
low,28646
low,25285
low,217
low,8717
low,38701
low,12934
low,17715
low,31361
low,32354
low,44805
low,1738
low,33693
low,47440
low,35644
low,20458
low,40038
low,2578
low,29392
low,43597
low,22539
low,46671
low,34167
low,41862
low,20861
low,31790
low,10769
low,42697
low,12868
low,41368
low,43214
low,38623
low,11011
medium,45332
low,34279
low,4334
low,23336
low,14388
low,21045
low,35591
low,7707
low,41090
low,35549
low,18430
low,36096
low,15362
low,6404
low,22455
low,43659
low,16251
low,44777
low,5859
low,47798
low,38719
low,36523
low,41594
low,8403
low,15301
low,47465
low,6172
low,22893
low,44166
low,42128
low,5234
low,11433
low,25714
low,38871
low,25028
low,32470
low,33322
low,22778
low,23776
low,18842
low,1782
low,17533
low,30581
low,18693
low,30165
low,28634
low,27079
low,30977
low,42280
low,20652
low,16531
low,29864
low,42365
low,4050
low,4195
low,15708
low,19301
low,12242
low,9589
low,1641
low,37813
low,21370
low,32705
low,47432
low,31072
low,3914
low,44996
low,7590
low,22231
low,12583
low,5319
low,23067
low,9135
low,41806
low,42987
low,23446
low,31399
low,41688
low,34880
low,10034
low,26555
low,33384
low,43222
low,38308
low,34922
low,8098
low,7421
low,33919
low,12688
low,9167
low,17179
low,33223
low,10772
low,45774
low,40008
low,7501
low,10855
low,30105
low,35091
low,21223
low,12620
low,28412
low,23811
low,4737
low,47414
low,23077
low,8255
low,14170
low,27688
low,11474
low,21932
low,30804
low,44265
low,34435
low,36201
low,22291
low,45012
low,13210
low,29447
low,49029
low,42446
low,35393
low,44312
low,32854
low,13518
low,3060
low,29334
low,45294
low,32324
low,8400
low,43297
low,23351
low,48321
low,48809
low,195
low,39873
low,8514
low,38411
low,31294
low,20699
low,15504
low,34282
low,48351
low,46755
low,29755
low,43867
low,36813
low,42436
low,28586
low,40322
low,16253
low,26598
low,13031
low,36883
low,13028
low,30612
low,45532
low,8086
low,18679
low,47436
low,9649
low,16384
medium,2258
low,32988
low,33955
low,49155
low,6753
low,46661
low,14390
low,9461
low,31646
low,6038
low,47341
low,14608
low,7652
low,14734
low,32379
low,37699
low,5150
low,12359
low,10765
low,15474
low,38523
low,38617
low,33681
low,14080
low,9381
low,6119
low,11409
low,17102
low,27419
low,78
low,29356
low,18406
low,9616
low,24144
low,36842
low,12546
low,33983
low,15824
low,32306
low,28238
low,38092
low,16844
low,39745
low,47076
low,15497
low,31577
low,41935
low,13953
low,41566
low,27933
low,17433
low,14722
low,20777
low,43962
low,34798
low,23577
low,44183
low,30989
low,20100
low,43213
low,8325
low,13509
low,44146
low,43280
low,10798
low,29588
low,18171
low,28644
low,25926
low,47855
low,43871
low,5434
low,9124
low,40780
low,35967
low,25724
low,7827
low,25953
low,5174
low,14760
low,41012
low,9360
low,42370
low,41053
low,39932
low,44528
low,20746
low,41083
low,20698
low,4447
low,43457
low,48839
low,29721
low,39133
low,36289
low,29842
low,41426
low,6702
low,21167
low,49240
low,24963
low,49142
low,35525
low,4839
low,33576
low,20353
low,46905
low,47343
low,9468
low,32937
low,41008
low,36870
low,31202
low,35634
low,37874
low,26650
low,19206
low,48562
low,12690
low,15536
low,17044
low,37739
low,34403
low,8566
low,43668
low,30870
low,25082
low,18375
low,41614
low,34774
low,38587
low,15434
low,14941
low,2665
low,10166
low,9844
low,49242
low,23277
low,12805
low,29027
low,45241
low,10464
low,9777
low,37283
low,25682
low,6204
low,41969
low,11087
low,37677
low,41408
low,28889
low,20666
low,39777
low,1679
low,12604
low,45572
low,43034
low,3237
low,41372
low,3866
low,18952
low,32717
low,13868
low,18556
low,34892
low,2052
low,16179
low,46487
low,24060
low,29653
low,30052
low,14152
low,33242
low,22210
low,29281
low,12675
low,10170
low,33938
low,4026
low,14553
low,34371
low,32830
low,12698
low,17488
low,27494
low,9175
low,22085
low,14000
medium,22240
low,28443
low,45986
low,38255
low,16071
low,5505
low,34311
low,21160
low,12429
low,25547
low,48864
low,47395
low,49167
low,29604
low,12815
low,13130
low,33764
low,35210
low,357
low,9890
low,27869
low,37072
low,19498
medium,30261
low,17890
low,48448
low,4203
low,26045
low,16051
low,21245
low,6757
low,30976
low,5508
low,18040
low,47953
low,16334
low,16764
low,20559
low,12020
low,24023
low,10646
low,36146
low,12767
low,9936
low,46940
low,22450
low,18583
low,48634
low,19510
low,37527
low,29592
low,18050
low,8348
low,48014
low,2593
low,5977
low,25259
low,27593
low,17358
low,45509
low,9821
low,15477
low,12740
low,48135
low,15169
low,6778
low,30100
low,29898
low,27037
low,35066
low,34103
low,10803
low,39110
low,40622
low,47178
low,20442
low,37792
low,14057
low,42641
low,16610
low,8707
low,40101
low,28758
low,17837
low,6629
low,30333
low,21727
low,15932
low,16055
low,17647
low,16247
low,36395
low,35178
low,29651
low,31485
low,17913
low,20420
low,24791
low,25200
low,48111
low,11665
low,28146
low,33430
low,19637
low,46865
low,26672
low,9756
low,5790
low,23129
low,20644
low,36383
low,38771
low,28236
low,11991
low,29361
low,25242
low,49211
low,29523
low,378
low,41950
low,1197
low,17356
low,14550
low,19139
low,32538
low,21528
low,38601
low,13344
low,38729
low,3003
low,47498
low,45431
low,17513
low,36705
low,49299
low,24573
low,7600
low,20563
low,25561
low,40150
low,47093
low,30023
low,27150
low,8971
low,38401
low,27058
low,32180
low,37935
low,12295
low,2841
low,27358
low,13773
low,23546
low,31017
low,699
low,7853
low,8840
low,22731
medium,45787
low,3494
low,17783
low,45689
low,1419
low,9728
low,17780
low,38967
low,39044
low,44555
low,9470
low,7125
low,30702
low,30438
low,8958
low,28239
low,36451
medium,1937
low,19965
low,22277
low,10045
low,14279
low,44898
low,5249
low,3436
low,37423
low,27267
medium,9863
low,48512
low,9335
low,2146
low,29887
low,45311
low,38807
low,16862
low,47099
low,13274
low,31511
low,6162
low,26326
low,11648
low,7403
low,27347
low,36029
low,3354
low,32707
low,45207
low,31553
low,14394
low,15685
low,48798
low,32815
low,26493
low,29322
low,46407
low,48074
low,5698
low,28352
low,35142
low,47259
low,47008
low,37565
low,46595
low,33926
low,44248
low,15106
low,28589
low,3647
low,28077
low,13738
low,4933
low,16316
low,23539
low,5477
low,8481
low,38996
low,45033
low,30649
low,16614
low,11352
low,14365
low,18339
low,2441
low,29453
low,11389
low,7660
low,40977
low,39089
low,35766
low,9131
low,32805
low,44082
low,10488
low,31368
low,25949
low,24284
low,13944
low,19654
low,41549
low,1546
low,20751
low,24298
low,14308
low,1329
low,37706
low,32434
low,24324
low,34730
low,43107
low,6342
medium,5841
low,40436
low,40485
low,37969
low,29596
low,2326
low,46646
low,32462
low,36615
low,8874
low,2433
low,8941
low,39091
low,13070
low,6174
low,42380
low,48772
low,25701
low,23813
low,4412
low,30399
low,35570
low,5266
low,2858
low,14531
low,7595
low,30249
low,7364
low,21782
low,48886
low,38651
low,39605
low,28992
low,27637
low,22372
low,13152
low,8139
low,32085
low,1595
low,22948
low,28522
low,7711
low,1153
low,22448
low,30665
low,16340
low,34039
low,13245
low,37464
low,9662
low,47185
low,15012
low,1137
low,41348
low,25399
low,25094
low,11307
low,3010
low,44368
low,17331
low,20307
low,2819
low,48751
low,31405
low,41960
low,39589
low,6287
low,29648
low,10617
low,34393
low,48465
low,32155
low,24748
low,10103
low,33406
low,25994
low,15614
low,22979
low,32266
low,46523
low,16812
low,48243
low,16412
low,6621
low,31786
low,25864
low,42808
low,30246
low,36643
low,21366
low,7788
low,16626
low,23117
low,25439
low,1074
low,3058
low,18857
low,36931
low,24550
low,16105
low,37604
low,26544
low,32200
low,9718
low,30615
low,40969
low,43748
low,35152
low,27516
low,12061
low,38725
low,28427
low,3968
low,10727
low,27077
low,22180
low,18672
low,27133
low,14832
low,49243
low,49259
low,47238
low,38574
low,18302
low,34666
low,29857
low,34054
low,18013
low,3256
low,46931
low,10307
low,2767
low,32249
low,25472
low,21205
low,16775
low,25525
low,43318
low,6710
low,20774
low,34185
low,44356
low,44787
low,6177
low,29076
low,30085
medium,20196
low,15520
low,43771
low,21080
low,30117
low,30192
low,16479
low,37156
low,41810
low,45182
low,7341
low,10206
low,8435
low,29514
low,30816
low,13164
low,30156
low,27498
low,25717
low,22274
low,10378
low,24778
low,17825
low,32955
low,18758
low,2140
low,29283
low,27246
low,25935
low,13461
low,32895
low,41072
low,46645
low,42598
low,41834
low,21072
low,40010
low,45367
low,44317
low,23368
low,37915
low,7509
low,25853
low,19120
low,27489
low,37412
low,19461
low,18899
low,4982
low,8903
low,25179
low,7771
low,46949
low,2422
low,44234
low,4587
low,29368
low,21324
low,37643
low,34335
low,27601
low,41590
low,12041
low,47646
low,6986
low,31897
low,1195
low,47997
low,40300
low,42106
low,38905
low,43764
low,49117
low,17671
low,23801
low,41824
low,22116
low,46354
low,9822
low,36764
low,48681
low,37186
low,2748
low,3124
low,15370
low,421
low,28295
low,29306
low,31389
low,45679
low,19267
low,32038
low,33187
low,48517
low,48958
low,6398
low,48195
low,40286
low,16856
low,28794
low,542
low,13969
low,18652
low,930
low,2915
low,28354
low,4801
low,5627
low,20970
low,42139
low,41625
low,25915
low,48237
low,24373
low,6250
low,15543
low,37488
low,35359
low,29650
low,7716
low,8465
low,33062
low,32702
low,34560
medium,23428
low,14079
low,1415
low,39326
low,881
low,26764
low,47734
low,39456
low,32759
low,46476
low,42230
low,34401
low,38951
low,27844
low,17851
low,46598
low,518
low,6882
low,8524
low,44634
low,33653
low,48187
low,17808
low,39850
low,14226
low,46066
low,30106
low,5856
low,27483
low,16386
low,9241
low,28502
low,8282
low,1643
low,38661
low,10976
low,45760
low,43887
low,233
low,33227
low,18718
low,8211
low,2445
low,22245
low,47362
low,19530
low,47873
low,15028
low,39854
low,15052
low,47392
low,7177
low,41906
low,15394
low,18964
low,15103
low,13642
low,6499
low,27276
medium,1730
low,48806
low,33840
low,38903
low,12060
low,46064
low,12344
low,33688
low,36610
low,2548
low,18166
low,19611
low,28592
low,48859
low,3773
low,10532
low,37770
low,48150
low,48560
low,40579
low,14585
low,40786
low,45119
low,29874
low,1897
low,7913
low,21741
low,40670
low,41713
low,46641
low,18019
low,18033
low,15924
low,16441
low,8281
low,24937
low,20264
low,15419
low,7398
low,40370
low,576
low,11629
low,14558
low,33852
low,31599
low,36529
low,22544
low,13392
low,7778
low,38721
low,1802
low,44377
low,34492
low,803
low,45159
low,14568
low,49262
low,18642
low,16177
low,8360
low,8893
low,40592
low,1871
low,37241
low,38796
low,22171
low,28191
low,6665
low,19901
low,9287
low,14749
low,17264
low,47765
low,27317
low,21580
low,48430
low,42386
low,45826
low,45832
low,15257
low,37482
low,34854
low,36720
low,10231
low,19506
low,48103
low,8891
low,24200
low,48925
low,38877
low,33011
low,14750
low,20684
low,45002
low,24828
low,26134
low,17585
low,15657
low,9230
low,28789
low,34932
low,24386
low,32840
low,17985
low,17682
low,47752
low,11309
low,48064
low,26863
low,1548
low,19859
low,25392
low,5676
low,31023
low,48618
low,36726
low,46624
low,28953
low,39351
low,2223
low,45755
low,9095
low,9692
low,11471
low,16337
low,33941
low,35789
low,47748
low,1908
low,17859
low,45067
low,9945
low,33039
low,2847
low,18328
low,37534
low,23462
low,43844
low,9316
low,45407
low,28320
low,37380
low,4120
low,1888
low,34816
low,28291
low,19751
low,18368
low,6735
low,13566
low,14881
low,42859
low,41133
low,19519
low,42410
low,29332
low,1251
low,2904
low,17757
low,39509
low,26854
low,20281
low,32480
low,26681
low,25204
low,28478
low,36595
low,7104
low,44214
low,19733
low,38048
low,14562
low,49209
low,12659
low,21169
low,32932
low,43891
low,19648
low,46302
low,44326
low,30712
low,21594
low,22416
low,15665
low,43868
low,47704
low,1577
low,48155
low,10471
low,39068
low,31499
low,17480
low,6223
low,4006
low,47342
low,27257
low,24931
low,44999
low,22012
low,5709
low,5600
low,16805
low,3675
low,13478
low,38636
low,22505
low,37184
low,38604
low,41041
low,2678
low,23194
low,32132
low,46372
low,42717
low,9306
low,39467
low,29404
low,3231
low,14349
low,2717
low,21961
low,36973
low,5406
low,43922
low,38726
low,19431
low,25712
low,42702
low,32860
low,24880
low,39822
low,40572
low,14061
low,27576
low,13333
low,40676
low,908
low,4573
low,19643
low,29917
low,49132
low,26430
low,43952
low,31541
low,21087
low,23185
low,49184
low,19774
low,17276
low,15021
low,404
low,13336
low,25650
low,6643
low,15093
low,28000
low,2192
low,26743
low,44313
low,11604
low,47066
low,17931
low,42541
low,28290
low,29936
low,10057
low,46152
low,6758
low,45718
low,19837
low,11768
low,15954
low,10588
low,19784
low,14133
low,26521
low,14426
low,44499
low,13806
low,17797
low,46512
low,31025
low,31818
low,811
low,24357
low,637
low,12094
low,23576
low,32704
low,15580
low,4000
low,6074
low,22578
low,8157
low,29167
low,34506
low,32229
low,47542
low,30676
low,36545
low,39476
low,36497
low,2959
low,29877
low,38504
low,39040
low,13962
low,1541
low,30283
low,19373
low,16218
low,302
low,5198
low,29701
low,5178
low,48305
low,14533
low,44110
low,27931
low,14803
low,15988
low,31404
low,12055
low,41396
low,11436
low,17677
low,12516
low,24075
low,42797
low,22311
low,10766
low,46057
low,34943
low,26470
low,39691
low,33207
low,9225
low,23226
low,16357
low,47588
low,1379
low,43704
low,48328
low,11527
low,15526
low,15630
low,22982
low,16466
low,48655
low,18512
low,1447
medium,24539
low,20791
low,34145
low,33324
low,8117
low,36474
low,23030
low,34754
low,11969
low,12676
low,210
low,35825
low,14460
low,34359
low,20913
low,7805
low,16069
low,38521
low,44480
low,41685
low,14051
low,26771
low,32367
low,31003
low,12492
low,34833
low,39026
low,4939
low,41492
low,4096
low,16957
low,32626
low,4077
low,1724
low,33225
low,21327
low,29052
low,43404
low,48570
low,36316
low,34894
low,18494
low,19990
low,40761
low,32816
low,45216
low,8050
low,21845
low,1112
low,36796
low,36246
low,25288
low,21074
low,35331
low,48882
low,30984
low,46582
low,19370
low,31230
low,42076
low,26619
low,3482
low,12129
low,32245
low,48573
low,15287
low,33595
low,31040
low,15380
low,38004
low,16937
low,3575
low,46824
low,7076
low,2436
low,48566
low,9997
low,5432
low,17014
low,13780
low,34580
low,44523
low,7976
low,29287
low,618
low,15989
low,41154
low,3674
low,19020
low,5064
low,3170
low,46908
low,40948
low,41043
low,26934
low,37801
low,16469
low,46401
low,48889
low,46201
low,33628
low,36638
low,21095
low,1422
low,21182
low,30123
low,31530
low,46857
low,7662
low,5458
low,38415
low,6600
low,24635
low,22109
low,27767
low,12592
low,5247
low,17532
low,45510
low,22485
low,35194
low,48946
low,26958
low,43474
low,5300
low,22211
low,40858
low,8301
low,34878
low,11235
low,26413
low,13693
low,24897
low,48911
medium,3594
low,2818
low,20677
low,30097
low,36554
low,3911
low,7017
low,21184
low,16369
low,15202
low,44527
low,25342
low,6834
low,28010
low,8407
low,26779
low,28163
low,26802
low,45150
low,26846
low,32356
low,40635
low,16413
low,13717
low,27657
low,38348
low,18626
low,38848
low,38157
low,43470
low,14459
low,36889
low,15053
low,44830
low,27633
low,21306
low,22319
low,36621
low,5991
low,34291
low,26873
low,8320
low,16774
low,15124
low,9695
low,23487
low,33367
low,43966
low,6200
low,29243
low,30654
low,36155
low,37279
low,2381
low,35847
low,13400
low,16198
low,33086
low,1545
low,957
low,44407
low,15605
low,29091
low,34263
low,44342
low,44281
low,38105
low,41355
low,49226
low,16948
low,466
low,47769
low,13303
low,32103
low,15795
low,31342
low,36567
low,39750
low,37719
low,28538
low,28205
low,29313
low,20843
low,46100
low,164
low,38295
low,48705
low,34042
low,33449
low,48962
low,40493
low,46812
low,10421
low,2159
low,37753
low,31873
low,9953
low,35841
low,16141
low,37350
low,24779
low,30280
low,24126
low,9500
low,45846
low,34986
low,44786
low,36420
low,3501
low,1956
low,35378
low,11841
low,14924
low,41983
low,20711
low,127
low,35812
low,40552
low,19796
low,34828
low,14494
low,14981
low,24354
low,3766
low,40266
low,31178
low,16691
low,19028
low,29986
low,42080
low,47110
low,4978
low,18461
low,21375
low,10302
low,42969
low,5510
low,46236
low,40437
low,46314
low,2966
low,35113
low,8147
low,18077
low,715
low,9051
low,38207
low,43686
low,17737
low,23011
low,44041
low,15906
low,30585
low,8823
low,24826
low,6998
low,32346
low,36635
low,32550
low,46433
low,10211
low,38773
low,25901
low,39347
low,45927
low,24067
low,7167
low,44127
low,8125
low,11743
low,20931
low,27160
low,41104
low,13321
low,15214
low,36568
low,25171
low,1514
low,17502
low,5497
low,35489
low,516
low,30428
low,46271
low,29261
low,48984
low,23703
low,28785
low,46555
low,42757
low,42085
low,14283
low,9194
low,24478
low,12269
low,34389
low,36173
low,13425
low,46460
low,44191
low,21118
low,35919
low,49153
low,4087
low,7004
low,21981
low,39579
low,6109
low,485
low,5601
low,22013
low,40385
low,47959
low,2193
low,30728
low,35456
low,26179
low,38278
low,34078
low,6017
low,45595
low,122
low,2673
low,48301
low,43650
low,45817
low,11056
low,1044
low,8244
low,6589
low,34249
low,3013
low,45175
low,785
high,5966
low,34775
low,29008
low,36613
low,18929
low,35496
low,15618
low,29418
low,5144
low,36184
low,31862
low,35695
low,1
low,24887
low,40519
low,41932
low,9712
low,24384
low,2413
low,23000
low,9262
low,33778
low,46119
low,2681
low,5677
low,11460
low,35801
low,1294
low,41739
low,2863
low,39463
low,31723
low,36338
low,11873
low,6249
low,42419
low,29335
low,24008
low,37768
low,13791
low,43441
low,21484
low,23714
low,30592
low,13667
low,21983
low,14813
low,7583
low,28681
low,17459
low,18122
low,16331
low,39163
low,10986
low,14525
low,6043
low,42251
low,32401
low,28782
low,3581
low,1878
low,25621
low,37422
low,325
low,6687
low,41358
low,19043
low,17265
low,19029
low,15896
low,43965
low,47751
low,7309
low,15199
low,9723
low,34845
low,2311
low,18517
low,45099
low,40874
low,10279
low,387
low,26935
low,30601
low,762
low,42680
low,27496
low,17020
low,19832
low,46669
low,25624
low,37608
low,8122
low,3475
low,31967
low,45418
low,4178
low,9045
low,16037
low,40145
low,17925
low,6391
low,21697
low,11904
low,18282
low,43936
low,44666
low,39410
low,40626
low,22597
low,19918
low,20632
low,30171
low,46173
low,24901
low,36535
low,32274
low,40719
low,23521
medium,40714
low,36928
low,43717
low,8455
low,10364
low,15070
low,16899
low,48671
low,5170
low,44351
low,7057
low,19052
low,41873
low,27493
low,19148
low,40358
low,46061
low,47446
low,27732
low,34582
low,32641
low,36858
low,2031
low,36426
low,26403
low,12640
low,14513
low,31192
low,37111
low,200
low,9959
low,28193
low,12723
low,46111
low,36513
low,10546
low,36618
low,8957
low,45249
low,14072
low,31692
low,7087
low,16010
low,22499
low,11580
low,13933
low,18949
low,26393
low,30672
low,41993
low,23516
low,4956
low,30344
low,17445
low,47455
low,35458
low,9205
low,29134
low,27076
low,5840
low,9096
low,1211
low,18736
low,13064
low,47463
low,19113
low,29671
low,34217
low,710
low,30341
low,37752
low,25964
low,38198
low,1022
low,15549
low,10994
low,27927
low,20634
low,29139
low,48276
low,21799
low,28527
low,39271
low,28712
low,36690
low,40373
low,14774
low,4199
low,21850
low,18322
low,12950
low,15423
low,4599
low,44695
low,41606
low,34535
low,43858
low,38582
low,29058
low,47860
low,37759
low,517
low,32507
low,22243
low,29684
low,23144
low,41256
low,38011
low,47892
low,14465
low,28674
low,10100
low,28544
low,28831
low,17548
low,24433
low,2089
low,36120
low,38103
low,7034
low,20454
low,8201
low,18740
low,30929
low,46181
low,42412
low,43712
low,29022
low,9576
low,26383
low,42135
low,8011
low,12400
low,40273
low,13600
low,22253
low,8989
low,286
low,43599
low,33537
low,9610
low,31562
low,16603
low,25414
low,21312
low,16763
low,36416
low,25540
low,25803
low,8389
low,2122
low,8741
low,15136
low,46491
low,36696
low,21432
low,31110
low,5562
low,24749
low,1138
low,26426
low,45958
low,17906
low,433
low,20752
low,44976
low,3315
low,34657
low,9120
low,45993
low,13174
low,35718
low,18396
low,22747
low,11990
low,41182
low,45781
low,15648
low,39373
low,43017
low,28114
low,46154
low,20991
low,40636
low,29811
low,39073
low,16070
low,35335
low,12186
low,18190
low,22871
low,41598
low,859
low,41639
low,34176
low,44743
low,10315
low,16657
medium,2094
low,30275
low,38262
low,32496
low,48453
low,44012
low,47655
low,34005
low,30264
low,9417
low,16338
low,49022
low,49267
low,7840
low,14963
low,41627
low,22189
low,36667
low,3451
low,9457
low,6636
low,9115
low,22384
low,22048
low,19708
low,14325
low,47925
low,12943
low,5298
low,31131
low,23842
low,31545
low,33315
low,45268
low,119
low,30879
low,3377
low,44676
low,20950
low,36114
low,11038
low,11064
low,1596
low,1028
low,43742
low,5896
low,35774
low,32958
low,39025
low,19458
low,19817
low,26872
low,46770
low,22915
low,31419
medium,34157
low,19573
low,24934
low,19378
low,21699
low,17005
low,24364
low,25146
low,26817
low,23472
low,2750
low,14857
low,8088
low,3964
low,13260
low,34500
low,24249
low,46136
low,24984
low,45305
low,14177
low,32963
low,37134
low,21723
low,46371
low,34091
low,28104
low,40992
low,33970
low,45459
low,43768
low,27879
low,34901
low,27747
low,36650
low,32732
low,21285
low,2893
low,36471
low,25450
low,4780
low,16229
low,14730
low,41386
low,43636
low,20853
low,30923
low,28049
low,18550
low,37164
low,3180
low,10889
low,37136
low,24068
low,9479
low,47315
low,18737
low,16416
low,13407
low,17207
low,49334
low,88
low,18085
low,27273
low,901
low,11070
low,14805
low,25506
low,17237
low,42440
low,25161
low,18855
low,31346
low,3787
low,4389
low,1907
low,42948
low,46046
low,5570
low,9775
low,36652
low,8143
low,35612
low,18834
low,46994
low,48333
low,3370
low,37641
low,38313
low,33022
low,24194
low,23587
low,34382
low,16401
low,39222
low,20641
low,46611
low,13628
low,30656
low,48450
low,17638
low,19827
low,7659
low,41816
low,12258
low,921
low,20332
low,35797
low,18870
low,28253
low,21415
low,38023
low,4891
low,30330
low,23749
low,43555
low,5928
low,23291
low,46393
low,31323
low,28693
low,32663
low,25998
low,30276
low,22279
low,23731
low,29415
low,15737
low,44128
low,30118
low,8225
low,26303
low,34691
low,18277
low,13608
low,5865
low,44964
low,28661
low,19653
low,45554
low,45021
low,40306
low,40205
low,29736
low,22972
